,Country,Year,Elec/Heat,Manu/Cons,Trans,Fuel,Fugitive,Total
0,Albania,1971.0,0.79,1.41,0.72,0.97,0.001726190476190476,3.89172619047619
1,Albania,1972.0,0.83,1.82,0.77,1.07,0.001726190476190476,4.49172619047619
2,Albania,1973.0,0.84,1.01,0.78,1.27,0.001726190476190476,3.9017261904761904
3,Albania,1974.0,0.81,1.13,0.82,1.38,0.001726190476190476,4.14172619047619
4,Albania,1975.0,0.79,1.1,0.85,1.72,0.001726190476190476,4.46172619047619
5,Albania,1976.0,0.8,1.21,0.99,1.88,0.001726190476190476,4.88172619047619
6,Albania,1977.0,0.86,1.35,1.02,1.99,0.001726190476190476,5.22172619047619
7,Albania,1978.0,0.95,1.92,1.11,2.19,0.001726190476190476,6.17172619047619
8,Albania,1979.0,0.99,2.63,1.25,2.66,0.001726190476190476,7.53172619047619
9,Albania,1980.0,0.91,3.5,1.47,1.71,0.001726190476190476,7.59172619047619
10,Albania,1981.0,1.05,2.77,0.81,1.79,0.001726190476190476,6.421726190476191
11,Albania,1982.0,1.18,2.74,0.85,1.88,0.001726190476190476,6.6517261904761895
12,Albania,1983.0,1.18,3.24,0.92,1.99,0.001726190476190476,7.33172619047619
13,Albania,1984.0,1.22,2.97,1.31,2.04,0.001726190476190476,7.54172619047619
14,Albania,1985.0,1.25,2.81,1.07,2.06,0.001726190476190476,7.191726190476191
15,Albania,1986.0,1.27,2.78,1.0,2.17,0.001726190476190476,7.22172619047619
16,Albania,1987.0,1.26,2.97,1.03,2.18,0.001726190476190476,7.441726190476191
17,Albania,1988.0,1.23,2.9,1.14,2.3,0.001726190476190476,7.5717261904761894
18,Albania,1989.0,1.25,3.49,0.95,1.49,0.001726190476190476,7.181726190476191
19,Albania,1990.0,0.75,2.76,0.7,2.04,0.001726190476190476,6.25172619047619
20,Albania,1991.0,0.56,2.0,0.53,1.29,0.001726190476190476,4.38172619047619
21,Albania,1992.0,0.42,1.34,0.4,0.56,0.001726190476190476,2.7217261904761907
22,Albania,1993.0,0.56,0.77,0.5,0.39,0.001726190476190476,2.2217261904761907
23,Albania,1994.0,0.63,0.69,0.63,0.33,0.0725,2.3524999999999996
24,Albania,1995.0,0.33,0.59,0.62,0.32,0.001726190476190476,1.8617261904761906
25,Albania,1996.0,0.27,0.53,0.61,0.45,0.001726190476190476,1.8617261904761906
26,Albania,1997.0,0.24,0.33,0.49,0.37,0.001726190476190476,1.4317261904761907
27,Albania,1998.0,0.22,0.43,0.73,0.29,0.001726190476190476,1.6717261904761904
28,Albania,1999.0,0.26,0.54,1.39,0.75,0.001726190476190476,2.9417261904761904
29,Albania,2000.0,0.32,0.52,1.45,0.76,0.001726190476190476,3.0517261904761903
30,Albania,2001.0,0.29,0.59,1.53,0.79,0.001726190476190476,3.2017261904761907
31,Albania,2002.0,0.3,0.46,1.75,1.16,0.001726190476190476,3.6717261904761904
32,Albania,2003.0,0.36,0.54,1.9,1.03,0.001726190476190476,3.8317261904761906
33,Albania,2004.0,0.29,0.62,2.27,0.94,0.001726190476190476,4.121726190476189
34,Albania,2005.0,0.3,0.53,2.35,0.79,0.001726190476190476,3.9717261904761907
35,Albania,2006.0,0.27,0.76,1.9,0.94,0.001726190476190476,3.87172619047619
36,Albania,2007.0,0.33,0.72,2.07,0.73,0.001726190476190476,3.8517261904761906
37,Albania,2008.0,0.28,0.58,2.26,0.66,0.001726190476190476,3.7817261904761903
38,Albania,2009.0,0.17,0.77,2.2,0.51,0.001726190476190476,3.651726190476191
39,Albania,2010.0,0.09,1.03,2.21,0.56,0.001726190476190476,3.8917261904761906
40,Albania,2011.0,0.13,1.13,2.32,0.55,0.001726190476190476,4.13172619047619
41,Albania,2012.0,0.1,1.01,2.23,0.49,0.001726190476190476,3.8317261904761906
42,Algeria,1971.0,3.06,1.42,2.63,1.8,8.471595238095237,17.381595238095237
43,Algeria,1972.0,3.31,1.98,2.61,2.09,8.471595238095237,18.461595238095235
44,Algeria,1973.0,3.68,2.28,2.95,2.49,8.471595238095237,19.87159523809524
45,Algeria,1974.0,4.17,2.35,3.25,2.66,8.471595238095237,20.901595238095236
46,Algeria,1975.0,5.13,2.35,3.62,2.94,8.471595238095237,22.51159523809524
47,Algeria,1976.0,5.94,2.66,4.08,3.75,8.471595238095237,24.901595238095236
48,Algeria,1977.0,7.04,3.01,4.49,3.76,8.471595238095237,26.771595238095237
49,Algeria,1978.0,9.16,3.45,5.14,4.41,8.471595238095237,30.631595238095237
50,Algeria,1979.0,12.29,4.65,5.61,5.11,8.471595238095237,36.13159523809523
51,Algeria,1980.0,12.82,4.13,6.15,5.32,19.9278,48.34780000000001
52,Algeria,1981.0,15.43,4.91,6.72,5.78,13.8274,46.6674
53,Algeria,1982.0,19.78,6.07,7.02,6.18,9.8767,48.926700000000004
54,Algeria,1983.0,22.8,5.65,7.53,6.97,8.9472,51.897200000000005
55,Algeria,1984.0,20.42,6.13,8.08,7.68,7.4947,49.804700000000004
56,Algeria,1985.0,19.65,6.68,12.28,4.83,9.2958,52.7358
57,Algeria,1986.0,23.64,5.65,12.41,5.55,11.5616,58.8116
58,Algeria,1987.0,22.58,6.01,12.54,5.96,12.8979,59.987899999999996
59,Algeria,1988.0,25.06,5.87,12.58,5.97,12.3169,61.796899999999994
60,Algeria,1989.0,25.08,4.9,12.8,6.71,12.5493,62.039300000000004
61,Algeria,1990.0,23.09,7.45,15.65,6.54,13.7112,66.4412
62,Algeria,1991.0,24.06,7.99,16.71,7.48,9.2377,65.4777
63,Algeria,1992.0,24.06,8.39,16.63,7.72,8.1919,64.9919
64,Algeria,1993.0,25.25,8.36,16.79,8.16,13.7877,72.3477
65,Algeria,1994.0,24.93,7.73,15.37,8.1,14.0953,70.22529999999999
66,Algeria,1995.0,25.85,7.88,14.96,8.03,14.5676,71.28760000000001
67,Algeria,1996.0,25.71,7.25,14.82,8.25,13.5212,69.5512
68,Algeria,1997.0,27.68,7.1,14.87,7.92,13.58,71.15
69,Algeria,1998.0,27.74,7.22,15.31,8.57,13.58,72.42
70,Algeria,1999.0,29.27,8.38,16.31,9.02,13.1881,76.1681
71,Algeria,2000.0,29.13,8.45,16.68,9.26,13.286,76.806
72,Algeria,2001.0,30.15,8.54,16.87,9.45,7.9951,73.0051
73,Algeria,2002.0,32.22,8.97,19.17,9.82,8.1911,78.37110000000001
74,Algeria,2003.0,32.48,9.34,21.55,10.6,7.8384,81.80839999999998
75,Algeria,2004.0,31.68,9.94,21.81,11.43,6.643,81.50299999999999
76,Algeria,2005.0,32.54,10.49,23.93,12.41,5.8709,85.24090000000001
77,Algeria,2006.0,34.16,10.85,25.38,12.11,6.4667,88.9667
78,Algeria,2007.0,33.9,11.87,27.33,13.51,9.1611,95.7711
79,Algeria,2008.0,35.22,12.07,28.89,13.39,9.7059,99.27590000000001
80,Algeria,2009.0,36.6,12.3,30.21,17.28,10.7836,107.17360000000002
81,Algeria,2010.0,36.27,13.17,31.39,16.68,9.798,107.30800000000002
82,Algeria,2011.0,39.6,13.52,32.32,18.44,7.0624,110.94239999999999
83,Algeria,2012.0,43.99,13.61,36.56,20.19,6.8488,121.19879999999999
84,Angola,1971.0,0.22,0.31,1.02,0.12,4.578590476190475,6.248590476190475
85,Angola,1972.0,0.25,0.39,1.7,0.14,4.578590476190475,7.058590476190474
86,Angola,1973.0,0.27,0.4,1.43,0.14,4.578590476190475,6.818590476190475
87,Angola,1974.0,0.51,0.39,1.29,0.13,4.578590476190475,6.898590476190474
88,Angola,1975.0,0.43,0.36,1.09,0.11,4.578590476190475,6.568590476190475
89,Angola,1976.0,0.44,0.32,1.1,0.09,4.578590476190475,6.528590476190475
90,Angola,1977.0,0.46,0.33,0.64,0.1,4.578590476190475,6.108590476190475
91,Angola,1978.0,0.47,0.47,1.32,0.33,4.578590476190475,7.168590476190475
92,Angola,1979.0,0.53,0.44,1.04,0.55,4.578590476190475,7.138590476190474
93,Angola,1980.0,0.55,0.45,0.99,0.69,4.578590476190475,7.2585904761904745
94,Angola,1981.0,0.55,0.48,0.86,0.66,4.578590476190475,7.128590476190475
95,Angola,1982.0,0.54,0.45,0.85,0.38,4.578590476190475,6.7985904761904745
96,Angola,1983.0,0.62,0.46,0.77,0.5,4.578590476190475,6.928590476190475
97,Angola,1984.0,0.29,0.75,0.7,0.54,4.578590476190475,6.858590476190475
98,Angola,1985.0,0.35,0.91,1.03,0.6,4.578590476190475,7.4685904761904744
99,Angola,1986.0,0.39,0.82,1.02,0.61,4.578590476190475,7.418590476190475
100,Angola,1987.0,0.37,0.89,1.03,0.62,4.578590476190475,7.488590476190475
101,Angola,1988.0,0.44,0.88,1.23,0.74,4.578590476190475,7.868590476190475
102,Angola,1989.0,0.45,0.95,1.29,0.72,4.578590476190475,7.988590476190475
103,Angola,1990.0,0.5,1.85,1.01,0.66,2.3197,6.339700000000001
104,Angola,1991.0,0.46,1.72,1.24,0.68,2.4229,6.5229
105,Angola,1992.0,0.4,1.79,1.17,0.61,2.3286,6.2985999999999995
106,Angola,1993.0,0.34,2.25,1.2,0.51,2.5851,6.8850999999999996
107,Angola,1994.0,0.42,1.68,1.53,0.63,2.4213,6.6813
108,Angola,1995.0,0.41,1.83,1.06,0.66,6.8087,10.7687
109,Angola,1996.0,0.43,1.91,0.98,0.9,7.0999,11.3199
110,Angola,1997.0,0.66,1.77,1.04,0.9,7.2638,11.6338
111,Angola,1998.0,0.61,1.6,0.83,1.0,7.5004,11.5404
112,Angola,1999.0,0.87,1.61,1.14,1.25,7.8281,12.6981
113,Angola,2000.0,0.96,2.02,1.06,1.04,7.6461,12.726099999999999
114,Angola,2001.0,1.06,2.16,1.19,1.16,7.6461,13.2161
115,Angola,2002.0,1.07,2.42,1.47,1.19,7.8645,14.0145
116,Angola,2003.0,1.24,2.48,2.73,1.24,10.6499,18.3399
117,Angola,2004.0,0.89,2.52,3.11,1.29,11.2871,19.0971
118,Angola,2005.0,1.0,2.04,2.43,0.99,11.527999999999999,17.988
119,Angola,2006.0,1.09,2.25,3.23,1.94,11.527999999999999,20.037999999999997
120,Angola,2007.0,1.21,2.43,3.82,2.31,12.9469,22.7169
121,Angola,2008.0,1.61,2.28,5.1,2.94,12.2729,24.2029
122,Angola,2009.0,2.47,2.49,5.65,3.48,12.2499,26.3399
123,Angola,2010.0,2.63,2.64,6.71,3.73,12.4893,28.1993
124,Angola,2011.0,2.4,2.73,6.83,3.78,12.7394,28.4794
125,Angola,2012.0,2.38,2.76,7.25,4.08,12.8742,29.3442
126,Argentina,1971.0,29.1,16.72,23.88,13.07,2.1905571428571426,84.96055714285716
127,Argentina,1972.0,30.8,15.0,25.53,12.41,2.1905571428571426,85.93055714285714
128,Argentina,1973.0,30.69,15.94,26.0,14.89,2.1905571428571426,89.71055714285714
129,Argentina,1974.0,28.66,17.28,26.32,15.34,2.1905571428571426,89.79055714285714
130,Argentina,1975.0,28.14,16.22,25.06,16.07,2.1905571428571426,87.68055714285715
131,Argentina,1976.0,29.53,17.61,25.01,17.41,2.1905571428571426,91.75055714285715
132,Argentina,1977.0,32.25,15.6,26.97,18.43,2.1905571428571426,95.44055714285714
133,Argentina,1978.0,29.95,16.84,27.65,18.11,2.1905571428571426,94.74055714285714
134,Argentina,1979.0,32.13,17.0,29.97,18.63,2.1905571428571426,99.92055714285713
135,Argentina,1980.0,30.31,16.15,30.91,18.24,2.1905571428571426,97.80055714285713
136,Argentina,1981.0,29.13,14.98,31.01,19.23,2.1905571428571426,96.54055714285715
137,Argentina,1982.0,27.98,15.29,31.14,18.48,3.4351,96.3251
138,Argentina,1983.0,29.21,14.68,31.26,19.97,4.7989999999999995,99.91900000000001
139,Argentina,1984.0,27.13,16.45,29.73,20.37,5.3547,99.0347
140,Argentina,1985.0,25.63,15.89,26.02,20.66,5.7083,93.90829999999998
141,Argentina,1986.0,34.42,14.23,28.39,20.05,0.3031,97.3931
142,Argentina,1987.0,34.11,17.12,29.03,21.55,4.7989999999999995,106.60900000000001
143,Argentina,1988.0,41.88,15.47,27.39,22.46,3.5867,110.78670000000001
144,Argentina,1989.0,40.8,15.99,27.41,21.03,5.3547,110.5847
145,Argentina,1990.0,34.09,15.77,28.16,21.85,4.698,104.56800000000001
146,Argentina,1991.0,38.06,15.73,29.67,21.95,4.5277,109.9377
147,Argentina,1992.0,37.57,15.97,31.8,22.07,3.9937,111.4037
148,Argentina,1993.0,34.01,16.11,35.39,22.81,4.1789,112.49889999999999
149,Argentina,1994.0,32.32,23.2,36.78,23.9,4.0884,120.2884
150,Argentina,1995.0,34.02,23.34,37.93,24.54,3.9973,123.82729999999998
151,Argentina,1996.0,37.61,25.3,39.07,25.09,6.2869,133.3569
152,Argentina,1997.0,37.29,30.62,40.21,24.57,3.525,136.215
153,Argentina,1998.0,39.35,31.53,42.08,24.6,2.2713,139.8313
154,Argentina,1999.0,44.32,30.27,40.71,26.12,1.6353,143.05530000000002
155,Argentina,2000.0,44.92,30.26,39.87,26.8,1.1266,142.97660000000002
156,Argentina,2001.0,38.95,30.97,36.22,25.52,1.1629,132.8229
157,Argentina,2002.0,36.62,29.43,33.75,24.56,1.5445,125.9045
158,Argentina,2003.0,40.38,32.31,34.65,26.77,1.9987,136.10870000000003
159,Argentina,2004.0,46.69,36.0,37.54,29.31,1.5808,151.1208
160,Argentina,2005.0,47.37,34.95,39.27,31.01,1.2356,153.8356
161,Argentina,2006.0,50.17,38.06,41.41,32.57,1.2537,163.4637
162,Argentina,2007.0,55.82,37.8,42.08,32.92,1.5445,170.1645
163,Argentina,2008.0,60.68,36.98,44.69,37.09,1.5626,181.0026
164,Argentina,2009.0,60.95,34.5,40.19,36.2,1.6171,173.45709999999997
165,Argentina,2010.0,61.97,35.15,43.0,36.21,1.5808,177.91080000000002
166,Argentina,2011.0,66.38,35.06,48.79,33.47,1.5445,185.2445
167,Argentina,2012.0,71.04,33.91,48.32,35.23,1.7080000000000002,190.208
168,Armenia,1971.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
169,Armenia,1972.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
170,Armenia,1973.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
171,Armenia,1974.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
172,Armenia,1975.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
173,Armenia,1976.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
174,Armenia,1977.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
175,Armenia,1978.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
176,Armenia,1979.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
177,Armenia,1980.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
178,Armenia,1981.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
179,Armenia,1982.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
180,Armenia,1983.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
181,Armenia,1984.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
182,Armenia,1985.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
183,Armenia,1986.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
184,Armenia,1987.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
185,Armenia,1988.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
186,Armenia,1989.0,0.9857142857142855,0.7219047619047619,0.4940476190476191,0.8633333333333335,0.0,3.0650000000000004
187,Armenia,1990.0,6.05,4.57,2.93,6.92,0.0,20.47
188,Armenia,1991.0,7.73,4.87,2.87,5.95,0.0,21.42
189,Armenia,1992.0,4.82,1.49,1.81,2.56,0.0,10.680000000000001
190,Armenia,1993.0,0.81,2.1,1.18,0.91,0.0,5.0
191,Armenia,1994.0,0.82,0.73,0.16,1.05,0.0,2.76
192,Armenia,1995.0,1.38,0.57,0.11,1.35,0.0,3.4099999999999997
193,Armenia,1996.0,1.53,0.48,0.06,0.36,0.0,2.4299999999999997
194,Armenia,1997.0,1.79,0.89,0.06,0.44,0.0,3.18
195,Armenia,1998.0,1.78,1.01,0.07,0.45,0.0,3.31
196,Armenia,1999.0,1.45,1.06,0.07,0.37,0.0,2.9499999999999997
197,Armenia,2000.0,1.59,0.72,0.56,0.52,0.0,3.39
198,Armenia,2001.0,1.53,0.8,0.56,0.55,0.0,3.4400000000000004
199,Armenia,2002.0,0.91,0.79,0.54,0.64,0.0,2.8800000000000003
200,Armenia,2003.0,0.87,0.98,0.58,0.82,0.0,3.25
201,Armenia,2004.0,0.76,1.11,0.6,0.99,0.0,3.46
202,Armenia,2005.0,0.94,1.37,0.67,1.14,0.0,4.12
203,Armenia,2006.0,0.9,1.45,0.66,1.14,0.0,4.15
204,Armenia,2007.0,1.08,1.18,1.05,1.48,0.0,4.789999999999999
205,Armenia,2008.0,1.03,1.36,1.25,1.62,0.0,5.26
206,Armenia,2009.0,0.64,0.97,1.13,1.51,0.0,4.25
207,Armenia,2010.0,0.63,0.53,1.25,1.63,0.0,4.04
208,Armenia,2011.0,0.94,0.61,1.29,1.83,0.0,4.67
209,Armenia,2012.0,1.42,0.68,1.29,2.03,0.0,5.42
210,Australia,1971.0,53.09,47.19,33.03,10.82,0.2830547619047619,144.41305476190476
211,Australia,1972.0,58.16,45.83,33.99,10.96,0.2830547619047619,149.22305476190476
212,Australia,1973.0,59.57,48.23,37.68,13.05,0.2830547619047619,158.81305476190477
213,Australia,1974.0,76.19,47.42,38.76,10.93,0.2830547619047619,173.58305476190478
214,Australia,1975.0,80.71,47.48,40.3,11.54,0.2830547619047619,180.31305476190477
215,Australia,1976.0,83.03,46.41,41.59,11.39,0.2830547619047619,182.70305476190478
216,Australia,1977.0,92.43,48.12,44.29,11.89,0.2830547619047619,197.01305476190478
217,Australia,1978.0,88.1,45.85,46.73,11.59,0.2830547619047619,192.55305476190475
218,Australia,1979.0,90.83,47.84,47.84,11.77,0.2830547619047619,198.5630547619048
219,Australia,1980.0,99.8,48.09,49.07,11.05,0.2830547619047619,208.29305476190476
220,Australia,1981.0,103.24,44.68,49.92,10.49,0.2830547619047619,208.61305476190475
221,Australia,1982.0,109.28,43.27,51.05,10.9,0.2830547619047619,214.7830547619048
222,Australia,1983.0,103.73,37.95,50.51,10.33,2.022,204.542
223,Australia,1984.0,106.11,39.5,52.69,10.67,0.2830547619047619,209.25305476190476
224,Australia,1985.0,114.33,41.72,54.21,10.73,0.2830547619047619,221.27305476190477
225,Australia,1986.0,114.2,41.51,55.66,10.74,0.2830547619047619,222.39305476190478
226,Australia,1987.0,121.86,42.35,56.6,11.18,0.2830547619047619,232.27305476190477
227,Australia,1988.0,127.61,44.75,58.78,10.94,0.2830547619047619,242.36305476190478
228,Australia,1989.0,137.42,45.95,60.6,11.36,0.2830547619047619,255.61305476190475
229,Australia,1990.0,140.65,46.43,61.39,11.98,0.425,260.87500000000006
230,Australia,1991.0,143.23,46.59,59.97,12.05,0.4781,262.31809999999996
231,Australia,1992.0,145.39,46.22,61.45,12.49,0.3752,265.9252
232,Australia,1993.0,146.8,47.33,62.54,12.89,0.3659,269.9259
233,Australia,1994.0,149.53,49.2,64.17,12.77,0.2777,275.9477
234,Australia,1995.0,155.61,50.05,66.85,13.45,0.3039,286.2639
235,Australia,1996.0,162.78,50.3,69.31,13.82,0.5234,296.73339999999996
236,Australia,1997.0,167.46,51.55,70.66,14.05,0.4878,304.20779999999996
237,Australia,1998.0,186.3,51.78,70.66,14.37,0.4446,323.5546
238,Australia,1999.0,191.06,51.88,72.03,14.35,0.7317,330.05170000000004
239,Australia,2000.0,193.81,52.63,74.25,14.67,0.5685,335.9285
240,Australia,2001.0,201.05,52.27,73.66,14.95,0.4315,342.36150000000004
241,Australia,2002.0,214.79,40.33,75.36,16.06,0.4315,346.97150000000005
242,Australia,2003.0,211.79,48.52,75.63,17.77,0.4315,354.1415
243,Australia,2004.0,221.68,50.38,78.37,17.73,0.3846,368.5446
244,Australia,2005.0,226.0,49.18,78.52,18.21,0.3311,372.24109999999996
245,Australia,2006.0,229.94,47.93,80.41,17.99,0.3466,376.6166
246,Australia,2007.0,236.86,48.59,82.72,18.12,0.3661,386.6561000000001
247,Australia,2008.0,236.1,50.1,84.4,18.26,0.3759,389.2359
248,Australia,2009.0,246.56,46.67,83.32,18.64,0.3914,395.5814
249,Australia,2010.0,236.3,47.81,84.25,18.95,0.4479,387.7579
250,Australia,2011.0,232.81,50.35,86.02,19.14,0.4732,388.7932
251,Australia,2012.0,228.85,48.71,89.69,19.02,0.4732,386.7432
252,Austria,1971.0,11.74,13.55,9.79,13.63,0.0,48.71
253,Austria,1972.0,12.03,13.91,10.67,13.89,0.0,50.5
254,Austria,1973.0,12.31,14.86,11.44,15.38,0.0,53.99
255,Austria,1974.0,11.07,16.11,10.47,13.61,0.0,51.26
256,Austria,1975.0,11.12,14.92,10.55,13.58,0.0,50.17
257,Austria,1976.0,13.96,15.02,10.76,14.57,0.0,54.31
258,Austria,1977.0,11.57,14.85,11.21,14.17,0.0,51.800000000000004
259,Austria,1978.0,12.26,15.49,11.95,14.83,0.0,54.53
260,Austria,1979.0,12.58,15.76,12.58,16.3,0.0,57.22
261,Austria,1980.0,11.75,14.26,11.72,17.92,0.0,55.65
262,Austria,1981.0,12.75,11.84,11.04,17.21,0.0,52.839999999999996
263,Austria,1982.0,11.48,11.22,10.96,17.3,0.0,50.96000000000001
264,Austria,1983.0,11.67,11.84,11.45,16.12,0.0,51.08
265,Austria,1984.0,12.68,12.85,11.16,16.18,0.0,52.87
266,Austria,1985.0,13.0,13.11,11.27,16.91,0.0,54.28999999999999
267,Austria,1986.0,12.82,12.3,11.68,16.38,0.0,53.17999999999999
268,Austria,1987.0,13.36,12.53,11.89,16.43,0.0,54.21
269,Austria,1988.0,12.38,12.81,12.61,14.31,0.0,52.11
270,Austria,1989.0,13.19,12.91,13.03,13.36,0.0,52.49
271,Austria,1990.0,19.79,10.08,13.61,12.93,0.0,56.41
272,Austria,1991.0,20.67,10.59,15.0,14.27,0.0,60.53
273,Austria,1992.0,17.38,9.67,15.01,13.57,0.0,55.629999999999995
274,Austria,1993.0,17.48,10.08,15.14,13.25,0.0,55.95
275,Austria,1994.0,18.87,9.84,15.2,12.24,0.0,56.15
276,Austria,1995.0,20.44,10.12,15.41,13.37,0.0,59.339999999999996
277,Austria,1996.0,20.97,10.36,17.02,14.77,0.0,63.11999999999999
278,Austria,1997.0,21.35,11.68,16.11,13.26,0.0,62.4
279,Austria,1998.0,20.48,10.9,18.19,13.31,0.0,62.88000000000001
280,Austria,1999.0,19.61,10.21,17.71,13.82,0.0,61.35
281,Austria,2000.0,19.23,11.3,18.45,12.69,0.0,61.67
282,Austria,2001.0,21.01,11.05,19.91,13.86,0.0,65.83
283,Austria,2002.0,21.46,10.96,21.78,13.16,0.0,67.36
284,Austria,2003.0,23.6,11.7,23.35,13.91,0.0,72.56
285,Austria,2004.0,24.19,12.38,23.67,13.44,0.0,73.68
286,Austria,2005.0,24.75,12.62,24.39,12.88,0.0,74.64
287,Austria,2006.0,24.38,12.61,23.13,12.36,0.0,72.47999999999999
288,Austria,2007.0,23.95,12.11,23.36,10.6,0.0,70.02
289,Austria,2008.0,23.99,13.4,22.25,11.2,0.0,70.84
290,Austria,2009.0,20.16,11.9,21.45,10.46,0.0,63.970000000000006
291,Austria,2010.0,23.93,12.63,22.06,10.78,0.0,69.4
292,Austria,2011.0,23.95,12.73,21.46,9.54,0.0,67.68
293,Austria,2012.0,22.09,12.38,21.32,8.94,0.0,64.73
294,Azerbaijan,1971.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
295,Azerbaijan,1972.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
296,Azerbaijan,1973.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
297,Azerbaijan,1974.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
298,Azerbaijan,1975.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
299,Azerbaijan,1976.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
300,Azerbaijan,1977.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
301,Azerbaijan,1978.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
302,Azerbaijan,1979.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
303,Azerbaijan,1980.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
304,Azerbaijan,1981.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
305,Azerbaijan,1982.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,7.363471428571429,24.889185714285716
306,Azerbaijan,1983.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,13.2465,30.772214285714284
307,Azerbaijan,1984.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,13.5041,31.029814285714288
308,Azerbaijan,1985.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,14.4043,31.930014285714286
309,Azerbaijan,1986.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,12.5305,30.056214285714287
310,Azerbaijan,1987.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,11.4923,29.018014285714287
311,Azerbaijan,1988.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,25.2758,42.80151428571429
312,Azerbaijan,1989.0,8.78547619047619,3.2195238095238095,2.137380952380953,3.3833333333333333,24.6672,42.19291428571429
313,Azerbaijan,1990.0,21.92,17.77,6.18,9.13,4.0456,59.0456
314,Azerbaijan,1991.0,22.57,18.96,4.77,7.75,14.9727,69.0227
315,Azerbaijan,1992.0,22.96,11.8,4.01,6.26,1.8043,46.8343
316,Azerbaijan,1993.0,22.29,9.76,3.68,4.11,15.8383,55.67829999999999
317,Azerbaijan,1994.0,16.84,9.48,3.24,6.21,14.0724,49.842400000000005
318,Azerbaijan,1995.0,15.33,10.23,3.34,5.0,13.2896,47.189600000000006
319,Azerbaijan,1996.0,14.77,6.34,2.71,5.09,13.1622,42.0722
320,Azerbaijan,1997.0,14.26,5.7,3.22,4.81,13.0347,41.024699999999996
321,Azerbaijan,1998.0,15.85,4.8,2.98,5.21,13.0165,41.8565
322,Azerbaijan,1999.0,15.87,3.41,1.61,5.65,12.9255,39.4655
323,Azerbaijan,2000.0,16.25,3.31,2.39,5.92,12.5614,40.4314
324,Azerbaijan,2001.0,15.11,2.83,2.64,5.85,12.5614,38.9914
