,Country,Year,Elec/Heat,Manu/Cons,Trans,Fuel,Fugitive,Total
2503,Ireland,1996.0,13.57,4.64,6.9,9.23,0.0,34.34
2504,Ireland,1997.0,14.09,5.11,7.26,8.99,0.0,35.45
2505,Ireland,1998.0,14.91,5.06,8.6,9.45,0.0,38.019999999999996
2506,Ireland,1999.0,15.4,5.2,9.52,9.33,0.0,39.45
2507,Ireland,2000.0,15.52,5.9,10.26,9.44,0.0,41.12
2508,Ireland,2001.0,16.84,5.96,10.72,9.84,0.0,43.36
2509,Ireland,2002.0,16.21,5.63,10.91,9.8,0.0,42.55
2510,Ireland,2003.0,15.36,5.25,11.08,10.09,0.0,41.78
2511,Ireland,2004.0,14.96,5.59,11.73,10.0,0.0,42.28
2512,Ireland,2005.0,15.43,5.61,12.53,10.36,0.0,43.93
2513,Ireland,2006.0,15.13,5.6,13.59,10.61,0.0,44.93
2514,Ireland,2007.0,14.76,5.03,14.24,10.21,0.0,44.24
2515,Ireland,2008.0,14.49,5.0,13.4,10.89,0.0,43.78
2516,Ireland,2009.0,12.98,3.65,12.11,10.46,0.0,39.2
2517,Ireland,2010.0,13.34,3.52,11.48,10.57,0.0,38.91
2518,Ireland,2011.0,11.97,3.69,10.54,8.73,0.0,34.93
2519,Ireland,2012.0,12.84,3.79,10.26,8.65,0.0,35.54
2520,Israel,1971.0,6.43,3.19,3.13,1.67,0.010533333333333334,14.430533333333333
2521,Israel,1972.0,6.92,3.33,3.12,1.81,0.010533333333333334,15.190533333333335
2522,Israel,1973.0,7.38,3.52,3.4,1.89,0.010533333333333334,16.200533333333336
2523,Israel,1974.0,7.64,3.49,3.44,1.88,0.010533333333333334,16.460533333333334
2524,Israel,1975.0,7.91,3.69,3.53,1.92,0.010533333333333334,17.060533333333332
2525,Israel,1976.0,8.05,3.63,3.56,1.85,0.010533333333333334,17.100533333333335
2526,Israel,1977.0,8.89,3.51,3.61,1.87,0.010533333333333334,17.890533333333337
2527,Israel,1978.0,9.49,3.8,4.0,1.79,0.010533333333333334,19.090533333333333
2528,Israel,1979.0,9.83,3.83,4.08,1.84,0.010533333333333334,19.590533333333337
2529,Israel,1980.0,9.79,3.87,4.1,1.84,0.010533333333333334,19.610533333333333
2530,Israel,1981.0,10.24,4.01,4.04,2.07,0.010533333333333334,20.370533333333334
2531,Israel,1982.0,11.2,4.12,4.41,1.86,0.010533333333333334,21.600533333333335
2532,Israel,1983.0,11.81,3.93,4.66,1.96,0.010533333333333334,22.370533333333334
2533,Israel,1984.0,12.73,3.93,4.48,1.94,0.010533333333333334,23.090533333333337
2534,Israel,1985.0,14.11,3.91,4.9,1.61,0.010533333333333334,24.540533333333336
2535,Israel,1986.0,14.91,4.18,5.24,2.69,0.010533333333333334,27.030533333333334
2536,Israel,1987.0,16.27,4.52,5.67,2.93,0.010533333333333334,29.400533333333335
2537,Israel,1988.0,17.65,4.6,5.89,3.01,0.010533333333333334,31.160533333333333
2538,Israel,1989.0,18.81,4.44,6.02,3.09,0.010533333333333334,32.370533333333334
2539,Israel,1990.0,19.48,4.29,6.48,3.29,0.010533333333333334,33.550533333333334
2540,Israel,1991.0,19.8,4.28,6.7,3.26,0.010533333333333334,34.050533333333334
2541,Israel,1992.0,22.51,2.92,6.96,3.99,0.010533333333333334,36.39053333333334
2542,Israel,1993.0,24.0,4.25,7.29,4.9,0.010533333333333334,40.45053333333333
2543,Israel,1994.0,25.65,4.44,7.81,5.19,0.010533333333333334,43.10053333333333
2544,Israel,1995.0,26.9,4.92,8.5,5.95,0.010533333333333334,46.28053333333334
2545,Israel,1996.0,28.42,4.76,8.89,6.29,0.010533333333333334,48.370533333333334
2546,Israel,1997.0,30.6,3.82,9.22,6.82,0.010533333333333334,50.470533333333336
2547,Israel,1998.0,31.71,2.55,8.8,6.39,0.010533333333333334,49.46053333333334
2548,Israel,1999.0,32.59,2.34,9.49,6.36,0.010533333333333334,50.79053333333334
2549,Israel,2000.0,35.41,2.61,9.91,7.26,0.010533333333333334,55.200533333333325
2550,Israel,2001.0,36.64,2.27,9.43,7.9,0.010533333333333334,56.25053333333334
2551,Israel,2002.0,39.57,1.85,9.78,7.72,0.010533333333333334,58.93053333333334
2552,Israel,2003.0,40.33,1.73,9.96,8.77,0.010533333333333334,60.80053333333333
2553,Israel,2004.0,40.27,1.71,9.64,9.49,0.0347,61.14470000000001
2554,Israel,2005.0,40.92,1.57,9.88,7.48,0.0353,59.88530000000001
2555,Israel,2006.0,42.02,1.76,9.94,8.25,0.0532,62.023199999999996
2556,Israel,2007.0,43.57,1.75,10.49,8.3,0.0532,64.1632
2557,Israel,2008.0,42.75,2.46,11.45,7.69,0.0532,64.4032
2558,Israel,2009.0,40.6,2.58,11.17,9.39,0.0532,63.7932
2559,Israel,2010.0,43.35,3.54,11.91,9.25,0.0532,68.1032
2560,Israel,2011.0,45.34,1.51,12.49,7.9,0.0532,67.29320000000001
2561,Israel,2012.0,50.19,1.87,12.88,8.33,0.0532,73.3232
2562,Italy,1971.0,75.17,98.04,47.67,72.06,0.0,292.94
2563,Italy,1972.0,80.16,100.53,50.9,77.93,0.0,309.52
2564,Italy,1973.0,91.48,105.47,54.66,79.45,0.0,331.06
2565,Italy,1974.0,96.41,108.6,51.29,78.62,0.0,334.92
2566,Italy,1975.0,91.42,94.61,54.41,79.13,0.0,319.57
2567,Italy,1976.0,104.86,102.23,56.83,81.67,0.0,345.59000000000003
2568,Italy,1977.0,100.98,99.3,60.41,74.45,0.0,335.14
2569,Italy,1978.0,106.79,91.57,63.49,81.65,0.0,343.5
2570,Italy,1979.0,112.16,95.37,69.59,81.72,0.0,358.84000000000003
2571,Italy,1980.0,119.05,92.33,70.48,77.94,0.0,359.8
2572,Italy,1981.0,118.0,86.78,70.56,74.46,0.0,349.8
2573,Italy,1982.0,117.7,81.66,73.17,72.82,0.0,345.35
2574,Italy,1983.0,115.41,78.37,73.43,74.09,0.0,341.30000000000007
2575,Italy,1984.0,113.4,80.38,76.45,78.11,0.0,348.34000000000003
2576,Italy,1985.0,113.58,78.19,79.21,76.51,0.0,347.48999999999995
2577,Italy,1986.0,117.0,74.34,82.2,75.99,0.0,349.53000000000003
2578,Italy,1987.0,127.18,77.76,87.4,77.22,0.0,369.56000000000006
2579,Italy,1988.0,128.66,80.01,90.28,75.1,0.0,374.05000000000007
2580,Italy,1989.0,138.03,83.62,93.62,76.55,0.0,391.82
2581,Italy,1990.0,142.51,83.93,95.48,75.43,0.0,397.35
2582,Italy,1991.0,138.11,79.79,97.35,80.99,0.0,396.24
2583,Italy,1992.0,137.67,78.12,102.42,77.04,0.0,395.25
2584,Italy,1993.0,134.41,74.75,104.42,77.43,0.0,391.01
2585,Italy,1994.0,136.84,77.31,104.07,69.09,0.0,387.31000000000006
2586,Italy,1995.0,149.42,77.87,106.31,75.81,0.0,409.41
2587,Italy,1996.0,144.86,76.71,108.1,77.41,0.0,407.0799999999999
2588,Italy,1997.0,147.02,79.6,109.79,74.56,0.0,410.97
2589,Italy,1998.0,150.93,79.3,112.92,78.29,0.0,421.44000000000005
2590,Italy,1999.0,146.76,80.37,115.6,82.22,0.0,424.95000000000005
2591,Italy,2000.0,152.11,80.11,115.9,77.93,0.0,426.05
2592,Italy,2001.0,148.39,81.11,117.71,81.62,0.0,428.83
2593,Italy,2002.0,157.96,79.57,119.93,77.53,0.0,434.99
2594,Italy,2003.0,163.62,84.56,120.96,82.44,0.0,451.58
2595,Italy,2004.0,177.57,73.33,123.35,84.29,0.0,458.54
2596,Italy,2005.0,177.19,72.02,122.35,89.24,0.0,460.79999999999995
2597,Italy,2006.0,179.12,68.43,123.52,83.5,0.0,454.57
2598,Italy,2007.0,178.9,67.44,124.11,76.82,0.0,447.27
2599,Italy,2008.0,172.93,64.74,117.09,80.48,0.0,435.24
2600,Italy,2009.0,147.32,50.44,111.01,81.15,0.0,389.91999999999996
2601,Italy,2010.0,153.19,53.83,108.39,83.82,0.0,399.22999999999996
2602,Italy,2011.0,151.92,54.72,108.36,78.01,0.0,393.01
2603,Italy,2012.0,142.64,53.32,101.97,76.85,0.0,374.78
2604,Jamaica,1971.0,1.67,1.96,1.59,0.3,0.0,5.52
2605,Jamaica,1972.0,1.94,2.32,1.48,0.32,0.0,6.0600000000000005
2606,Jamaica,1973.0,2.17,3.71,1.63,0.5,0.0,8.01
2607,Jamaica,1974.0,2.2,3.19,1.48,0.51,0.0,7.380000000000001
2608,Jamaica,1975.0,1.27,4.16,1.18,0.8,0.0,7.409999999999999
2609,Jamaica,1976.0,1.32,3.22,1.1,0.53,0.0,6.170000000000001
2610,Jamaica,1977.0,1.33,3.65,0.97,0.84,0.0,6.79
2611,Jamaica,1978.0,1.26,3.52,0.94,1.24,0.0,6.960000000000001
2612,Jamaica,1979.0,1.32,3.53,0.96,1.14,0.0,6.949999999999999
2613,Jamaica,1980.0,1.28,3.89,0.86,0.47,0.0,6.5
2614,Jamaica,1981.0,1.27,3.92,0.91,0.37,0.0,6.47
2615,Jamaica,1982.0,1.4,2.76,0.96,0.42,0.0,5.54
2616,Jamaica,1983.0,1.46,2.62,0.89,0.53,0.0,5.5
2617,Jamaica,1984.0,1.35,2.53,0.82,0.49,0.0,5.19
2618,Jamaica,1985.0,1.34,1.94,0.81,0.55,0.0,4.64
2619,Jamaica,1986.0,1.24,1.64,0.8,0.72,0.0,4.3999999999999995
2620,Jamaica,1987.0,1.48,1.64,0.93,0.6,0.0,4.6499999999999995
2621,Jamaica,1988.0,1.62,1.56,1.04,0.63,0.0,4.8500000000000005
2622,Jamaica,1989.0,1.77,2.91,0.99,0.58,0.0,6.25
2623,Jamaica,1990.0,2.0,3.71,1.07,0.4,0.0,7.180000000000001
2624,Jamaica,1991.0,1.94,3.85,1.02,0.34,0.0,7.15
2625,Jamaica,1992.0,3.58,2.88,1.06,0.31,0.0,7.829999999999999
2626,Jamaica,1993.0,4.71,1.79,1.15,0.37,0.0,8.02
2627,Jamaica,1994.0,4.01,2.61,1.15,0.33,0.0,8.1
2628,Jamaica,1995.0,5.19,1.42,1.38,0.35,0.0,8.34
2629,Jamaica,1996.0,5.01,1.73,1.59,0.36,0.0,8.69
2630,Jamaica,1997.0,5.19,1.67,1.67,0.36,0.0,8.89
2631,Jamaica,1998.0,5.39,1.79,1.82,0.37,0.0,9.37
2632,Jamaica,1999.0,5.45,1.92,1.9,0.37,0.0,9.639999999999999
2633,Jamaica,2000.0,5.46,2.0,1.91,0.36,0.0,9.729999999999999
2634,Jamaica,2001.0,5.49,2.02,1.86,0.37,0.0,9.739999999999998
2635,Jamaica,2002.0,5.6,1.92,2.05,0.34,0.0,9.91
2636,Jamaica,2003.0,5.88,1.93,2.04,0.35,0.0,10.2
2637,Jamaica,2004.0,4.46,3.14,2.09,0.48,0.0,10.17
2638,Jamaica,2005.0,4.26,3.23,2.18,0.53,0.0,10.2
2639,Jamaica,2006.0,3.63,5.14,2.12,0.76,0.0,11.65
2640,Jamaica,2007.0,3.7,5.1,2.04,0.83,0.0,11.67
2641,Jamaica,2008.0,2.75,4.21,2.01,0.66,0.0,9.629999999999999
2642,Jamaica,2009.0,2.82,2.1,1.97,0.56,0.0,7.449999999999999
2643,Jamaica,2010.0,2.82,1.81,1.84,0.43,0.0,6.8999999999999995
2644,Jamaica,2011.0,2.89,2.14,1.82,0.42,0.0,7.2700000000000005
2645,Jamaica,2012.0,2.75,2.18,1.67,0.49,0.0,7.09
2646,Japan,1971.0,277.81,274.56,103.08,103.34,0.002580952380952381,758.7925809523811
2647,Japan,1972.0,291.31,289.62,107.44,109.98,0.002580952380952381,798.3525809523811
2648,Japan,1973.0,349.57,315.43,117.73,124.84,0.002580952380952381,907.572580952381
2649,Japan,1974.0,342.47,310.53,119.61,122.11,0.002580952380952381,894.722580952381
2650,Japan,1975.0,330.76,280.53,124.79,120.21,0.002580952380952381,856.292580952381
2651,Japan,1976.0,340.78,287.37,131.14,125.91,0.002580952380952381,885.2025809523809
2652,Japan,1977.0,369.48,276.92,137.34,127.72,0.002580952380952381,911.4625809523811
2653,Japan,1978.0,366.13,260.75,146.83,133.28,0.002580952380952381,906.992580952381
2654,Japan,1979.0,370.77,272.77,154.37,133.17,0.002580952380952381,931.0825809523809
2655,Japan,1980.0,342.19,256.2,156.24,126.08,0.002580952380952381,880.712580952381
2656,Japan,1981.0,334.43,239.34,152.76,130.01,0.002580952380952381,856.542580952381
2657,Japan,1982.0,318.53,246.3,147.35,120.78,0.002580952380952381,832.9625809523809
2658,Japan,1983.0,323.45,238.47,151.38,126.22,0.002580952380952381,839.522580952381
2659,Japan,1984.0,352.36,252.69,156.19,137.06,0.002580952380952381,898.3025809523809
2660,Japan,1985.0,336.69,250.66,158.05,132.67,0.002580952380952381,878.072580952381
2661,Japan,1986.0,333.85,242.41,163.53,137.28,0.002580952380952381,877.0725809523809
2662,Japan,1987.0,335.12,241.35,169.51,137.77,0.1084,883.8584
2663,Japan,1988.0,367.4,254.74,178.48,151.65,0.002580952380952381,952.272580952381
2664,Japan,1989.0,381.12,260.89,191.18,147.13,0.002580952380952381,980.322580952381
2665,Japan,1990.0,408.98,280.16,209.66,157.96,0.002580952380952381,1056.7625809523809
2666,Japan,1991.0,413.06,273.16,220.93,156.96,0.002580952380952381,1064.112580952381
2667,Japan,1992.0,421.85,265.9,225.17,161.22,0.002580952380952381,1074.1425809523807
2668,Japan,1993.0,410.0,260.55,229.86,168.99,0.002580952380952381,1069.402580952381
2669,Japan,1994.0,452.65,263.67,241.74,164.21,0.002580952380952381,1122.2725809523808
2670,Japan,1995.0,444.65,266.98,249.21,175.83,0.002580952380952381,1136.672580952381
2671,Japan,1996.0,450.54,271.48,254.76,174.25,0.002580952380952381,1151.0325809523808
2672,Japan,1997.0,447.71,272.74,256.56,170.31,0.002580952380952381,1147.3225809523808
2673,Japan,1998.0,435.44,250.63,255.68,174.33,0.002580952380952381,1116.0825809523808
2674,Japan,1999.0,458.45,257.24,257.66,182.63,0.002580952380952381,1155.9825809523809
2675,Japan,2000.0,467.47,262.36,256.44,184.32,0.002580952380952381,1170.5925809523808
2676,Japan,2001.0,459.07,251.4,258.37,187.58,0.002580952380952381,1156.422580952381
2677,Japan,2002.0,488.91,255.78,253.05,195.32,0.002580952380952381,1193.0625809523808
2678,Japan,2003.0,506.19,252.67,250.59,190.7,0.002580952380952381,1200.152580952381
2679,Japan,2004.0,500.83,259.78,250.57,189.91,0.002580952380952381,1201.0925809523808
2680,Japan,2005.0,511.27,261.94,245.22,189.66,0.002580952380952381,1208.092580952381
2681,Japan,2006.0,502.0,265.35,241.61,184.11,0.002580952380952381,1193.072580952381
2682,Japan,2007.0,556.74,260.55,235.62,176.12,0.002580952380952381,1229.0325809523806
2683,Japan,2008.0,514.99,235.59,226.03,166.69,0.002580952380952381,1143.3025809523808
2684,Japan,2009.0,476.11,228.22,220.74,160.17,0.002580952380952381,1085.2425809523809
2685,Japan,2010.0,508.16,241.37,222.94,161.57,0.002580952380952381,1134.0425809523808
2686,Japan,2011.0,561.86,241.03,219.22,161.28,0.002580952380952381,1183.392580952381
2687,Japan,2012.0,608.87,239.7,215.73,158.99,0.002580952380952381,1223.2925809523808
2688,Jordan,1971.0,0.31,0.15,0.51,0.36,0.0,1.33
2689,Jordan,1972.0,0.4,0.14,0.62,0.33,0.0,1.4900000000000002
2690,Jordan,1973.0,0.43,0.23,0.7,0.34,0.0,1.7
2691,Jordan,1974.0,0.46,0.16,0.81,0.37,0.0,1.8000000000000003
2692,Jordan,1975.0,0.5,0.19,1.0,0.43,0.0,2.12
2693,Jordan,1976.0,0.71,0.22,1.2,0.49,0.0,2.62
2694,Jordan,1977.0,0.78,0.24,1.26,0.5,0.0,2.7800000000000002
2695,Jordan,1978.0,0.87,0.37,1.55,0.55,0.0,3.34
2696,Jordan,1979.0,0.86,0.37,1.61,0.59,0.0,3.4299999999999997
2697,Jordan,1980.0,1.24,0.59,1.65,0.79,0.0,4.27
2698,Jordan,1981.0,1.81,0.78,1.64,0.98,0.0,5.209999999999999
2699,Jordan,1982.0,1.74,0.97,2.18,1.06,0.0,5.950000000000001
2700,Jordan,1983.0,2.01,1.13,2.33,1.01,0.0,6.4799999999999995
2701,Jordan,1984.0,2.67,1.02,2.26,1.05,0.0,6.999999999999999
2702,Jordan,1985.0,2.83,1.21,2.37,1.02,0.0,7.43
2703,Jordan,1986.0,3.13,1.35,2.85,0.85,0.0,8.18
2704,Jordan,1987.0,3.66,1.31,2.87,0.78,0.0,8.620000000000001
2705,Jordan,1988.0,3.36,1.2,2.93,0.88,0.0,8.370000000000001
2706,Jordan,1989.0,3.4,1.2,2.94,0.92,0.0,8.459999999999999
2707,Jordan,1990.0,3.54,1.31,2.7,1.69,0.0,9.24
2708,Jordan,1991.0,3.9,1.16,2.5,1.72,0.0,9.28
2709,Jordan,1992.0,4.53,1.32,2.64,2.23,0.0,10.72
2710,Jordan,1993.0,4.66,1.31,2.72,2.15,0.0,10.840000000000002
2711,Jordan,1994.0,4.83,1.67,2.72,2.27,0.0,11.49
2712,Jordan,1995.0,5.19,1.76,2.97,2.26,0.0,12.18
2713,Jordan,1996.0,5.55,1.77,3.03,2.25,0.0,12.6
2714,Jordan,1997.0,5.68,1.87,3.18,2.44,0.0,13.17
2715,Jordan,1998.0,6.14,2.02,3.22,2.29,0.0,13.670000000000002
2716,Jordan,1999.0,6.0,2.01,3.29,2.41,0.0,13.71
2717,Jordan,2000.0,5.9,2.19,3.55,2.71,0.0,14.350000000000001
2718,Jordan,2001.0,5.92,2.09,3.67,2.56,0.0,14.24
2719,Jordan,2002.0,6.68,2.11,3.73,2.58,0.0,15.1
2720,Jordan,2003.0,6.1,2.17,3.79,2.84,0.0,14.899999999999999
2721,Jordan,2004.0,6.71,2.63,4.36,3.06,0.0,16.759999999999998
2722,Jordan,2005.0,7.05,2.97,4.8,3.2,0.0,18.02
2723,Jordan,2006.0,7.65,3.02,4.71,3.04,0.0,18.419999999999998
2724,Jordan,2007.0,8.31,2.98,5.04,2.9,0.0,19.23
2725,Jordan,2008.0,8.94,2.63,4.58,2.42,0.0,18.57
2726,Jordan,2009.0,9.01,2.68,5.1,2.54,0.0,19.33
2727,Jordan,2010.0,9.09,2.32,5.16,2.2,0.0,18.77
2728,Jordan,2011.0,10.0,2.09,5.27,2.42,0.0,19.78
2729,Jordan,2012.0,11.27,1.28,6.8,2.35,0.0,21.7
2730,Kazakhstan,1971.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2731,Kazakhstan,1972.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2732,Kazakhstan,1973.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2733,Kazakhstan,1974.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2734,Kazakhstan,1975.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2735,Kazakhstan,1976.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2736,Kazakhstan,1977.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2737,Kazakhstan,1978.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2738,Kazakhstan,1979.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2739,Kazakhstan,1980.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2740,Kazakhstan,1981.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2741,Kazakhstan,1982.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.6073857142857142,98.3038142857143
2742,Kazakhstan,1983.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.0365,97.73292857142859
2743,Kazakhstan,1984.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.0566,97.75302857142859
2744,Kazakhstan,1985.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.1271,97.82352857142858
2745,Kazakhstan,1986.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,0.9804,97.67682857142859
2746,Kazakhstan,1987.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,0.8992,97.59562857142858
2747,Kazakhstan,1988.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.9777,98.67412857142858
2748,Kazakhstan,1989.0,52.54190476190477,27.958809523809524,5.964047619047619,10.231666666666666,1.9301,98.62652857142858
2749,Kazakhstan,1990.0,113.25,82.45,14.28,26.44,0.3165,236.73649999999998
2750,Kazakhstan,1991.0,112.18,87.01,17.91,28.46,1.1715,246.7315
2751,Kazakhstan,1992.0,110.03,92.82,15.67,35.69,0.7282,254.93819999999997
2752,Kazakhstan,1993.0,100.63,78.9,13.05,24.66,0.5462,217.7862
2753,Kazakhstan,1994.0,103.31,58.61,8.96,19.65,0.8192,191.34920000000002
2754,Kazakhstan,1995.0,78.74,58.04,9.06,21.67,1.2743,168.7843
2755,Kazakhstan,1996.0,71.26,48.54,8.13,18.01,1.1833,147.1233
2756,Kazakhstan,1997.0,58.61,42.59,6.97,15.32,0.9103,124.40030000000002
2757,Kazakhstan,1998.0,60.14,42.32,7.85,15.92,1.8205,128.0505
2758,Kazakhstan,1999.0,57.83,35.48,5.76,15.2,2.0025,116.27250000000001
2759,Kazakhstan,2000.0,70.27,23.5,9.28,9.94,2.2028,115.19279999999999
2760,Kazakhstan,2001.0,66.44,29.28,8.11,5.77,2.0025,111.60249999999999
2761,Kazakhstan,2002.0,84.28,22.3,9.03,4.03,1.2743,120.9143
2762,Kazakhstan,2003.0,91.94,26.96,8.57,7.63,0.7282,135.82819999999998
2763,Kazakhstan,2004.0,95.66,34.23,9.14,6.62,2.9128,148.56279999999998
2764,Kazakhstan,2005.0,97.75,39.96,9.46,9.88,4.6338,161.68380000000002
2765,Kazakhstan,2006.0,116.93,28.48,10.43,17.27,5.7998,178.90980000000002
2766,Kazakhstan,2007.0,113.57,39.91,11.98,21.63,5.7998,192.88979999999998
2767,Kazakhstan,2008.0,120.53,65.85,13.64,26.33,4.6773,231.02729999999997
2768,Kazakhstan,2009.0,111.77,51.25,12.31,23.89,4.6773,203.89729999999997
2769,Kazakhstan,2010.0,121.99,55.92,13.02,26.42,3.5547,220.90470000000002
2770,Kazakhstan,2011.0,124.84,67.56,13.33,25.19,4.6773,235.59730000000002
2771,Kazakhstan,2012.0,124.81,62.31,14.55,24.11,4.7895,230.56950000000003
2772,Kenya,1971.0,0.46,0.62,1.53,0.62,0.0,3.2300000000000004
2773,Kenya,1972.0,0.5,0.69,1.53,0.69,0.0,3.4099999999999997
2774,Kenya,1973.0,0.52,0.65,1.64,0.7,0.0,3.51
2775,Kenya,1974.0,0.51,0.73,1.62,0.71,0.0,3.5700000000000003
2776,Kenya,1975.0,0.51,0.74,1.49,0.73,0.0,3.47
2777,Kenya,1976.0,0.72,0.92,1.58,0.74,0.0,3.96
2778,Kenya,1977.0,0.59,1.08,1.78,0.78,0.0,4.23
2779,Kenya,1978.0,0.56,1.02,1.78,0.86,0.0,4.220000000000001
2780,Kenya,1979.0,0.5,1.08,1.62,0.95,0.0,4.15
2781,Kenya,1980.0,0.67,1.0,1.9,0.89,0.0,4.46
2782,Kenya,1981.0,0.52,1.24,1.8,0.83,0.0,4.39
2783,Kenya,1982.0,0.46,1.13,1.77,0.75,0.0,4.109999999999999
2784,Kenya,1983.0,0.28,1.0,1.81,0.7,0.0,3.79
2785,Kenya,1984.0,0.31,1.24,2.15,0.8,0.0,4.5
2786,Kenya,1985.0,0.25,1.25,2.31,0.83,0.0,4.64
2787,Kenya,1986.0,0.57,1.25,2.58,0.87,0.0,5.2700000000000005
2788,Kenya,1987.0,0.58,1.47,2.53,0.89,0.0,5.47
2789,Kenya,1988.0,0.51,1.4,2.47,1.02,0.0,5.4
2790,Kenya,1989.0,0.53,1.35,2.62,1.19,0.0,5.6899999999999995
2791,Kenya,1990.0,0.44,1.42,2.66,0.98,0.0,5.5
2792,Kenya,1991.0,0.42,1.44,2.73,0.73,0.0,5.32
2793,Kenya,1992.0,0.47,1.53,2.53,0.84,0.0,5.369999999999999
2794,Kenya,1993.0,0.49,1.63,2.36,0.85,0.0,5.33
2795,Kenya,1994.0,0.56,1.67,2.25,0.8,0.0,5.28
2796,Kenya,1995.0,0.52,1.74,2.51,0.99,0.0,5.76
2797,Kenya,1996.0,0.6,1.95,2.64,1.07,0.0,6.26
2798,Kenya,1997.0,0.63,1.75,2.6,1.08,0.0,6.0600000000000005
2799,Kenya,1998.0,1.13,1.54,2.68,1.27,0.0,6.619999999999999
2800,Kenya,1999.0,1.44,1.41,2.62,1.47,0.0,6.9399999999999995
2801,Kenya,2000.0,2.2,1.55,2.66,1.4,0.0,7.8100000000000005
2802,Kenya,2001.0,1.6,1.71,2.62,1.18,0.0,7.109999999999999
2803,Kenya,2002.0,1.14,1.93,2.73,1.06,0.0,6.859999999999999
2804,Kenya,2003.0,0.94,1.73,2.43,0.78,0.0,5.88
2805,Kenya,2004.0,1.45,1.7,2.69,0.91,0.0,6.75
2806,Kenya,2005.0,1.72,1.98,2.81,1.04,0.0,7.55
2807,Kenya,2006.0,1.93,2.54,3.15,0.98,0.0,8.6
2808,Kenya,2007.0,1.92,2.34,3.19,1.02,0.0,8.469999999999999
2809,Kenya,2008.0,2.41,2.28,3.28,0.92,0.0,8.889999999999999
2810,Kenya,2009.0,2.96,2.44,4.08,1.17,0.0,10.65
2811,Kenya,2010.0,2.29,3.02,4.88,1.18,0.0,11.370000000000001
2812,Kenya,2011.0,2.57,3.43,4.51,1.05,0.0,11.56
2813,Kenya,2012.0,1.99,2.72,4.78,1.15,0.0,10.64
2814,"Korea, Dem. Rep. (North)",1971.0,7.61,46.55,1.76,11.59,0.0,67.50999999999999
2815,"Korea, Dem. Rep. (North)",1972.0,8.5,47.54,1.85,11.92,0.0,69.81
2816,"Korea, Dem. Rep. (North)",1973.0,9.4,47.76,1.98,11.97,0.0,71.11
2817,"Korea, Dem. Rep. (North)",1974.0,10.29,49.04,2.46,12.31,0.0,74.1
2818,"Korea, Dem. Rep. (North)",1975.0,11.19,50.29,2.78,12.49,0.0,76.74999999999999
2819,"Korea, Dem. Rep. (North)",1976.0,11.7,54.61,2.65,13.59,0.0,82.55000000000001
2820,"Korea, Dem. Rep. (North)",1977.0,12.75,57.43,2.85,14.33,0.0,87.36
2821,"Korea, Dem. Rep. (North)",1978.0,13.15,60.25,4.07,15.11,0.0,92.58
2822,"Korea, Dem. Rep. (North)",1979.0,13.71,64.82,4.85,15.89,0.0,99.27
2823,"Korea, Dem. Rep. (North)",1980.0,14.25,68.76,5.5,17.05,0.0,105.56
2824,"Korea, Dem. Rep. (North)",1981.0,14.74,69.79,5.27,18.89,0.0,108.69
2825,"Korea, Dem. Rep. (North)",1982.0,15.22,74.62,4.99,18.93,0.0,113.75999999999999
2826,"Korea, Dem. Rep. (North)",1983.0,15.71,77.8,4.98,19.78,0.0,118.27
2827,"Korea, Dem. Rep. (North)",1984.0,16.16,81.16,4.07,20.06,0.0,121.44999999999999
2828,"Korea, Dem. Rep. (North)",1985.0,16.78,83.67,4.55,21.36,0.0,126.36
2829,"Korea, Dem. Rep. (North)",1986.0,16.54,82.96,3.54,21.0,0.0,124.04
2830,"Korea, Dem. Rep. (North)",1987.0,16.7,79.12,3.81,19.03,0.0,118.66000000000001
